actual_sex	Rx	Ry
female	0.925	0
female	0.9251	0
female	0.9251	0
female	0.9251	0
female	0.9251	0
female	0.9251	0
female	0.9251	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9252	0
female	0.9253	0
female	0.9253	0
female	0.9255	0
female	0.9255	0
female	0.9255	0
female	0.9255	0
female	0.9255	0
female	0.9255	0
female	0.9255	0
female	0.9256	0
female	0.9256	0
female	0.9256	0
female	0.9256	0
female	0.9256	0
female	0.9256	0
female	0.9257	0
female	0.9258	0
female	0.9258	0
female	0.9258	0
female	0.9258	0
female	0.9258	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9259	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9261	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9262	0
female	0.9263	0
female	0.9264	0
female	0.9264	0
female	0.9264	0
female	0.9264	0
female	0.9264	0
female	0.9264	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9265	0
female	0.9266	0.0027
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9267	0
female	0.9268	0
female	0.9268	0
female	0.9268	0
female	0.9268	0
female	0.9268	0
female	0.9268	0
female	0.9268	0
female	0.9268	0
female	0.9268	0
female	0.9269	0
female	0.9269	0
female	0.9269	0
female	0.9269	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.927	0
female	0.9271	0
female	0.9271	0
female	0.9271	0
female	0.9272	0
female	0.9272	0
female	0.9272	0
female	0.9272	0
female	0.9272	0
female	0.9272	0
female	0.9275	0
female	0.9275	0
female	0.9275	0
female	0.9275	0
female	0.9275	0
female	0.9275	0
female	0.9276	0
female	0.9276	0
female	0.9276	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9277	0
female	0.9278	0
female	0.9278	0
female	0.9278	0
female	0.9279	0
female	0.9279	0
female	0.928	0
female	0.928	0
female	0.928	0
female	0.928	0
female	0.928	0
female	0.928	0
female	0.928	0
female	0.9281	0
female	0.9281	0
female	0.9281	0
female	0.9282	0
female	0.9282	0
female	0.9282	0
female	0.9282	0
female	0.9282	0
female	0.9282	0
female	0.9282	0
female	0.9282	0
female	0.9282	0
female	0.9283	0
female	0.9283	0
female	0.9283	0
female	0.9283	0
female	0.9283	0
female	0.9284	0
female	0.9284	0
female	0.9284	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9285	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9286	0
female	0.9287	0
female	0.9287	0
female	0.9287	0
female	0.9287	0
female	0.9287	0
female	0.9287	0
female	0.9287	0
female	0.9288	0
female	0.9288	0
female	0.9288	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.929	0
female	0.9291	0
female	0.9291	0
female	0.9292	0
female	0.9292	0
female	0.9292	0
female	0.9292	0
female	0.9292	0
female	0.9292	0
female	0.9292	0
female	0.9292	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9293	0
female	0.9294	0
female	0.9294	0
female	0.9294	0
female	0.9294	0
female	0.9294	0
female	0.9294	0
female	0.9295	0
female	0.9295	0
female	0.9295	0
female	0.9296	0
female	0.9296	0
female	0.9296	0
female	0.9297	0
female	0.9297	0
female	0.9297	0
female	0.9297	0
female	0.9297	0
female	0.9297	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9298	0
female	0.9299	0
female	0.9299	0
female	0.9299	0
female	0.93	0
female	0.93	0
female	0.93	0
female	0.93	0
female	0.93	0
female	0.93	0
female	0.93	0
female	0.93	0
female	0.93	0
female	0.9301	0
female	0.9301	0
female	0.9301	0
female	0.9302	0
female	0.9302	0
female	0.9302	0
female	0.9302	0
female	0.9302	0
female	0.9303	0
female	0.9303	0
female	0.9303	0
female	0.9303	0
female	0.9303	0
female	0.9304	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9305	0
female	0.9306	0
female	0.9306	0
female	0.9307	0
female	0.9307	0
female	0.9307	0
female	0.9307	0
female	0.9307	0
female	0.9307	0
female	0.9307	0
female	0.9307	0
female	0.9308	0
female	0.9308	0
female	0.9308	0
female	0.9309	0
female	0.9309	0
female	0.9309	0
female	0.9309	0
female	0.9309	0
female	0.9309	0
female	0.9309	0
female	0.931	0
female	0.931	0
female	0.931	0
female	0.931	0
female	0.931	0
female	0.931	0
female	0.931	0
female	0.9311	0
female	0.9311	0
female	0.9311	0
female	0.9312	0
female	0.9312	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9313	0
female	0.9314	0
female	0.9314	0
female	0.9314	0
female	0.9314	0
female	0.9314	0
female	0.9314	0
female	0.9315	0
female	0.9315	0
female	0.9315	0
female	0.9315	0
female	0.9315	0
female	0.9315	0
female	0.9315	0
female	0.9315	0
female	0.9315	0
female	0.9316	0
female	0.9316	0
female	0.9316	0
female	0.9316	0
female	0.9316	0
female	0.9317	0
female	0.9317	0
female	0.9317	0
female	0.9318	0
female	0.9318	0
female	0.9318	0
female	0.932	0
female	0.932	0
female	0.932	0
female	0.932	0
female	0.932	0
female	0.932	0
female	0.932	0
female	0.932	0
female	0.932	0
female	0.9321	0
female	0.9321	0
female	0.9321	0
female	0.9322	0
female	0.9322	0
female	0.9322	0
female	0.9322	0
female	0.9322	0
female	0.9322	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9323	0
female	0.9324	0
female	0.9324	0
female	0.9324	0
female	0.9324	0
female	0.9324	0
female	0.9324	0
female	0.9324	0
female	0.9324	0
female	0.9325	0
female	0.9325	0
female	0.9325	0
female	0.9325	0
female	0.9325	0
female	0.9325	0
female	0.9325	0
female	0.9326	0
female	0.9326	0
female	0.9326	0
female	0.9326	0
female	0.9326	0
female	0.9326	0
female	0.9326	0
female	0.9326	0
female	0.9326	0
female	0.9327	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.9329	0
female	0.933	0
female	0.933	0
female	0.933	0
female	0.933	0
female	0.933	0
female	0.933	0
female	0.9331	0
female	0.9331	0
female	0.9331	0
female	0.9331	0
female	0.9331	0
female	0.9331	0
female	0.9332	0
female	0.9332	0
female	0.9332	0
female	0.9332	0
female	0.9332	0
female	0.9332	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9333	0
female	0.9334	0
female	0.9334	0
female	0.9334	0
female	0.9334	0
female	0.9335	0
female	0.9335	0
female	0.9336	0
female	0.9336	0
female	0.9336	0
female	0.9336	0
female	0.9336	0
female	0.9336	0
female	0.9336	0
female	0.9336	0
female	0.9337	0
female	0.9337	0
female	0.9337	0
female	0.9337	0
female	0.9337	0
female	0.9337	0
female	0.9337	0
female	0.9337	0
female	0.9337	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9338	0
female	0.9339	0
female	0.9339	0
female	0.9339	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.934	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9341	0
female	0.9342	0
female	0.9343	0
female	0.9343	0
female	0.9343	0
female	0.9343	0
female	0.9343	0
female	0.9343	0
female	0.9343	0
female	0.9343	0
female	0.9344	0
female	0.9344	0
female	0.9344	0
female	0.9345	0
female	0.9345	0
female	0.9345	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9346	0
female	0.9348	0
female	0.9348	0
female	0.9348	0
female	0.9348	0
female	0.9348	0
female	0.9348	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.935	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9351	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9352	0
female	0.9354	0
female	0.9354	0
female	0.9354	0
female	0.9355	0
female	0.9355	0
female	0.9355	0
female	0.9355	0
female	0.9355	0
female	0.9355	0
female	0.9355	0
female	0.9355	0
female	0.9355	0
female	0.9356	0
female	0.9356	0
female	0.9356	0
female	0.9357	0
female	0.9357	0
female	0.9357	0
female	0.9357	0
female	0.9358	0
female	0.9361	0
female	0.9361	0
female	0.9361	0
female	0.9362	0
female	0.9362	0
female	0.9362	0
female	0.9362	0
female	0.9362	0
female	0.9362	0
female	0.9362	0
female	0.9362	0
female	0.9362	0
female	0.9363	0
female	0.9363	0
female	0.9363	0
female	0.9363	0
female	0.9363	0
female	0.9363	0
female	0.9363	0
female	0.9363	0
female	0.9363	0
female	0.9365	0
female	0.9365	0
female	0.9365	0
female	0.9365	0
female	0.9365	0
female	0.9365	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9366	0
female	0.9367	0
female	0.9368	0
female	0.9368	0
female	0.9369	0
female	0.9369	0
female	0.9369	0
female	0.9369	0
female	0.9369	0
female	0.9369	0
female	0.9369	0
female	0.9369	0
female	0.9369	0
female	0.937	0
female	0.937	0
female	0.937	0
female	0.937	0
female	0.937	0
female	0.937	0
female	0.9371	0
female	0.9371	0
female	0.9371	0
female	0.9371	0
female	0.9371	0
female	0.9371	0
female	0.9371	0
female	0.9372	0
female	0.9372	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9373	0
female	0.9374	0
female	0.9374	0
female	0.9374	0
female	0.9374	0
female	0.9374	0
female	0.9374	0
female	0.9374	0
female	0.9374	0
female	0.9374	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9375	0
female	0.9376	0
female	0.9376	0
female	0.9377	0
female	0.9377	0
female	0.9377	0
female	0.9377	0
female	0.9377	0
female	0.9377	0
female	0.9377	0
female	0.9377	0
female	0.9377	0
female	0.9378	0
female	0.9378	0
female	0.9378	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.9379	0
female	0.938	0
female	0.938	0
female	0.938	0
female	0.938	0
female	0.938	0
female	0.938	0
female	0.938	0
female	0.938	0
female	0.938	0
female	0.9381	0
female	0.9381	0
female	0.9381	0
female	0.9382	0
female	0.9382	0
female	0.9382	0
female	0.9382	0
female	0.9382	0
female	0.9382	0
female	0.9382	0
female	0.9383	0
female	0.9384	0
female	0.9384	0
female	0.9384	0
female	0.9385	0
female	0.9385	0
female	0.9385	0
female	0.9385	0
female	0.9385	0
female	0.9386	0
female	0.9386	0
female	0.9386	0
female	0.9387	0
female	0.9387	0
female	0.9387	0
female	0.9387	0
female	0.9387	0
female	0.9387	0
female	0.9387	0
female	0.9387	0
female	0.9388	0
female	0.9388	0
female	0.9388	0
female	0.9388	0
female	0.9388	0
female	0.9388	0
female	0.9388	0
female	0.9388	0
female	0.9389	0
female	0.9389	0
female	0.9389	0
female	0.9389	0
female	0.9389	0
female	0.9389	0
female	0.9389	0
female	0.939	0
female	0.939	0
female	0.939	0
female	0.9391	0
female	0.9391	0
female	0.9391	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9393	0
female	0.9394	0
female	0.9394	0
female	0.9395	0
female	0.9395	0
female	0.9395	0
female	0.9396	0.0003
female	0.9396	0
female	0.9396	0
female	0.9396	0
female	0.9397	0
female	0.9397	0
female	0.9397	0
female	0.9398	0
female	0.9398	0
female	0.9398	0
female	0.9398	0
female	0.9398	0
female	0.9398	0
female	0.9398	0
female	0.9398	0
female	0.9399	0
female	0.9399	0
female	0.9399	0
female	0.9399	0
female	0.9399	0
female	0.94	0
female	0.94	0
female	0.94	0
female	0.9401	0
female	0.9402	0
female	0.9402	0
female	0.9402	0
female	0.9402	0
female	0.9402	0
female	0.9402	0
female	0.9402	0
female	0.9402	0
female	0.9402	0
female	0.9404	0
female	0.9404	0
female	0.9404	0
female	0.9404	0
female	0.9404	0
female	0.9404	0
female	0.9405	0
female	0.9405	0
female	0.9405	0
female	0.9405	0
female	0.9405	0
female	0.9405	0
female	0.9405	0
female	0.9406	0
female	0.9406	0
female	0.9406	0
female	0.9406	0
female	0.9406	0
female	0.9406	0
female	0.9406	0
female	0.9406	0
female	0.9408	0
female	0.9408	0
female	0.9408	0
female	0.9408	0
female	0.9409	0
female	0.9409	0
female	0.9409	0
female	0.9409	0
female	0.9409	0
female	0.941	0
female	0.941	0
female	0.941	0
female	0.941	0
female	0.941	0
female	0.941	0
female	0.9411	0.0003
female	0.9411	0
female	0.9411	0
female	0.9411	0
female	0.9411	0
female	0.9413	0
female	0.9413	0
female	0.9413	0
female	0.9413	0
female	0.9413	0
female	0.9413	0
female	0.9413	0
female	0.9414	0
female	0.9414	0
female	0.9414	0
female	0.9414	0
female	0.9414	0
female	0.9414	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9415	0
female	0.9416	0
female	0.9416	0
female	0.9416	0
female	0.9417	0
female	0.9417	0
female	0.9417	0
female	0.9417	0
female	0.9418	0.0003
female	0.9419	0
female	0.9419	0
female	0.9419	0
female	0.9419	0
female	0.9419	0
female	0.9419	0
female	0.942	0
female	0.942	0
female	0.942	0
female	0.942	0
female	0.942	0
female	0.942	0
female	0.9422	0
female	0.9422	0
female	0.9422	0
female	0.9422	0
female	0.9422	0
female	0.9422	0
female	0.9423	0
female	0.9423	0
female	0.9423	0
female	0.9423	0
female	0.9423	0
female	0.9423	0
female	0.9423	0
female	0.9424	0
female	0.9424	0
female	0.9424	0
female	0.9424	0
female	0.9424	0
female	0.9424	0
female	0.9424	0
female	0.9424	0
female	0.9424	0
female	0.9425	0.0027
female	0.9425	0
female	0.9425	0
female	0.9425	0
female	0.9425	0
female	0.9425	0
female	0.9425	0
female	0.9425	0
female	0.9425	0
female	0.9426	0
female	0.9426	0
female	0.9426	0
female	0.9426	0
female	0.9426	0
female	0.9426	0
female	0.9426	0
female	0.9426	0
female	0.9426	0
female	0.9427	0
female	0.9427	0
female	0.9427	0
female	0.9428	0
female	0.9428	0
female	0.9428	0
female	0.9428	0
female	0.9428	0
female	0.9428	0
female	0.9428	0
female	0.9428	0
female	0.9428	0
female	0.9429	0
female	0.9429	0
female	0.9429	0
female	0.9429	0
female	0.9429	0
female	0.9429	0
female	0.9429	0
female	0.9429	0
female	0.943	0
female	0.943	0
female	0.943	0
female	0.943	0
female	0.9431	0
female	0.9431	0
female	0.9431	0
female	0.9431	0
female	0.9431	0
female	0.9431	0
female	0.9431	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9432	0
female	0.9433	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9434	0
female	0.9436	0
female	0.9436	0
female	0.9436	0
female	0.9437	0
female	0.9437	0
female	0.9437	0
female	0.9437	0
female	0.9437	0
female	0.9437	0
female	0.9437	0
female	0.9437	0
female	0.9438	0
female	0.9438	0
female	0.9439	0
female	0.9439	0
female	0.9439	0
female	0.944	0
female	0.944	0
female	0.944	0
female	0.9441	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9442	0
female	0.9443	0
female	0.9443	0
female	0.9443	0
female	0.9443	0
female	0.9443	0
female	0.9443	0
female	0.9444	0
female	0.9444	0
female	0.9444	0
female	0.9444	0
female	0.9444	0
female	0.9444	0
female	0.9445	0
female	0.9445	0
female	0.9445	0
female	0.9445	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9446	0
female	0.9447	0
female	0.9447	0
female	0.9447	0
female	0.9447	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9448	0
female	0.9449	0
female	0.9449	0
female	0.9449	0
female	0.9449	0
female	0.9449	0
female	0.9449	0
female	0.9449	0
female	0.9449	0
female	0.9449	0
female	0.945	0
female	0.945	0
female	0.945	0
female	0.9451	0
female	0.9451	0
female	0.9451	0
female	0.9451	0
female	0.9451	0
female	0.9451	0
female	0.9452	0
female	0.9452	0
female	0.9452	0
female	0.9452	0
female	0.9452	0
female	0.9452	0
female	0.9452	0
female	0.9453	0
female	0.9453	0
female	0.9453	0
female	0.9453	0
female	0.9453	0
female	0.9453	0
female	0.9453	0
female	0.9453	0
female	0.9453	0
female	0.9454	0
female	0.9454	0
female	0.9454	0
female	0.9454	0
female	0.9454	0
female	0.9454	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9455	0
female	0.9456	0
female	0.9456	0
female	0.9456	0
female	0.9456	0
female	0.9456	0
female	0.9456	0
female	0.9456	0
female	0.9456	0
female	0.9456	0
female	0.9457	0
female	0.9457	0
female	0.9458	0
female	0.9458	0
female	0.9458	0
female	0.9458	0
female	0.9458	0
female	0.9458	0
female	0.9458	0
female	0.9459	0
female	0.9459	0
female	0.9459	0
female	0.9459	0
female	0.9459	0
female	0.9459	0
female	0.946	0
female	0.946	0
female	0.946	0
female	0.946	0
female	0.946	0
female	0.946	0
female	0.946	0
female	0.946	0
female	0.9461	0.0003
female	0.9461	0
female	0.9461	0
female	0.9462	0
female	0.9462	0
female	0.9462	0
female	0.9462	0
female	0.9462	0
female	0.9462	0
female	0.9463	0
female	0.9463	0
female	0.9463	0
female	0.9463	0
female	0.9463	0
female	0.9463	0
female	0.9463	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9464	0
female	0.9465	0
female	0.9465	0
female	0.9465	0
female	0.9465	0
female	0.9465	0
female	0.9465	0
female	0.9465	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9466	0
female	0.9467	0.0005
female	0.9467	0
female	0.9467	0
female	0.9467	0
female	0.9468	0.0005
female	0.9468	0
female	0.9468	0
female	0.9468	0
female	0.9468	0
female	0.9468	0
female	0.9468	0
female	0.9469	0.0003
female	0.9469	0
female	0.9469	0
female	0.9469	0
female	0.947	0
female	0.947	0
female	0.947	0
female	0.947	0
female	0.9471	0
female	0.9471	0
female	0.9471	0
female	0.9471	0
female	0.9471	0
female	0.9471	0
female	0.9471	0
female	0.9471	0
female	0.9472	0
female	0.9472	0
female	0.9473	0.0005
female	0.9473	0.0005
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9473	0
female	0.9474	0.0001
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9474	0
female	0.9475	0
female	0.9475	0
female	0.9475	0
female	0.9475	0
female	0.9475	0
female	0.9475	0
female	0.9476	0
female	0.9476	0
female	0.9476	0
female	0.9477	0.0005
female	0.9477	0.0002
female	0.9477	0
female	0.9477	0
female	0.9477	0
female	0.9477	0
female	0.9477	0
female	0.9477	0
female	0.9478	0.0026
female	0.9478	0
female	0.9478	0
female	0.9478	0
female	0.9478	0
female	0.9478	0
female	0.9478	0
female	0.9479	0.0005
female	0.9479	0
female	0.9479	0
female	0.9479	0
female	0.9479	0
female	0.948	0
female	0.948	0
female	0.948	0
female	0.948	0
female	0.948	0
female	0.948	0
female	0.948	0
female	0.948	0
female	0.948	0
female	0.9481	0
female	0.9481	0
female	0.9481	0
female	0.9481	0
female	0.9482	0
female	0.9482	0
female	0.9482	0
female	0.9482	0
female	0.9482	0
female	0.9482	0
female	0.9483	0
female	0.9483	0
female	0.9484	0
female	0.9484	0
female	0.9484	0
female	0.9484	0
female	0.9485	0
female	0.9485	0
female	0.9485	0
female	0.9485	0
female	0.9485	0
female	0.9485	0
female	0.9486	0.0007
female	0.9486	0
female	0.9486	0
female	0.9486	0
female	0.9486	0
female	0.9486	0
female	0.9486	0
female	0.9486	0
female	0.9486	0
female	0.9486	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9487	0
female	0.9488	0
female	0.9488	0
female	0.9488	0
female	0.9488	0
female	0.949	0
female	0.949	0
female	0.949	0
female	0.9491	0.0003
female	0.9491	0.0002
female	0.9492	0.0002
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9492	0
female	0.9493	0.0004
female	0.9493	0
female	0.9493	0
female	0.9493	0
female	0.9493	0
female	0.9493	0
female	0.9493	0
female	0.9494	0
female	0.9494	0
female	0.9494	0
female	0.9494	0
female	0.9494	0
female	0.9494	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9495	0
female	0.9497	0.0001
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9497	0
female	0.9498	0.0005
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9498	0
female	0.9499	0
female	0.9499	0
female	0.9499	0
female	0.95	0
female	0.95	0
female	0.95	0
female	0.95	0
female	0.95	0
female	0.9501	0
female	0.9501	0
female	0.9501	0
female	0.9501	0
female	0.9501	0
female	0.9501	0
female	0.9502	0
female	0.9502	0
female	0.9502	0
female	0.9502	0
female	0.9502	0
female	0.9503	0
female	0.9503	0
female	0.9503	0
female	0.9503	0
female	0.9503	0
female	0.9503	0
female	0.9504	0
female	0.9504	0.0005
female	0.9504	0.0002
female	0.9504	0
female	0.9504	0
female	0.9504	0
