actual_sex	Rx	Ry
female	1.1063	0
female	1.1063	0
female	1.1063	0
female	1.1063	0
female	1.1063	0
female	1.1063	0
female	1.1065	0
female	1.1065	0
female	1.1065	0
female	1.1066	0
female	1.1066	0
female	1.1066	0
female	1.1067	0
female	1.1067	0
female	1.1067	0
female	1.1068	0
female	1.1068	0
female	1.1068	0
female	1.1068	0
female	1.1068	0
female	1.1068	0
female	1.1069	0
female	1.1069	0
female	1.1069	0
female	1.1069	0
female	1.1069	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.107	0
female	1.1071	0
female	1.1071	0
female	1.1071	0
female	1.1071	0
female	1.1071	0
female	1.1071	0
female	1.1073	0
female	1.1073	0
female	1.1073	0
female	1.1073	0
female	1.1073	0
female	1.1073	0
female	1.1074	0
female	1.1074	0
female	1.1074	0
female	1.1074	0
female	1.1074	0
female	1.1076	0
female	1.1079	0
female	1.1079	0
female	1.1079	0
female	1.108	0
female	1.108	0
female	1.108	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1081	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1082	0
female	1.1083	0
female	1.1083	0
female	1.1083	0
female	1.1083	0
female	1.1083	0
female	1.1083	0
female	1.1084	0
female	1.1084	0
female	1.1084	0
female	1.1084	0
female	1.1084	0
female	1.1085	0
female	1.1085	0
female	1.1085	0
female	1.1085	0
female	1.1085	0
female	1.1085	0
female	1.1086	0
female	1.1086	0
female	1.1086	0
female	1.1086	0
female	1.1086	0
female	1.1086	0
female	1.1086	0
female	1.1086	0
female	1.1086	0
female	1.1087	0
female	1.1087	0
female	1.1087	0
female	1.1088	0
female	1.1088	0
female	1.1088	0
female	1.1089	0
female	1.1089	0
female	1.1089	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.109	0
female	1.1091	0
female	1.1091	0
female	1.1091	0
female	1.1092	0
female	1.1092	0
female	1.1092	0
female	1.1092	0
female	1.1092	0
female	1.1092	0
female	1.1093	0
female	1.1093	0
female	1.1093	0
female	1.1094	0
female	1.1094	0
female	1.1094	0
female	1.1095	0
female	1.1095	0
female	1.1095	0
female	1.1096	0
female	1.1096	0
female	1.1096	0
female	1.1096	0
female	1.1096	0
female	1.1096	0
female	1.1096	0
female	1.1097	0
female	1.1097	0
female	1.1097	0
female	1.1099	0
female	1.1099	0
female	1.1099	0
female	1.1099	0
female	1.1099	0
female	1.11	0
female	1.11	0
female	1.11	0
female	1.11	0
female	1.1101	0
female	1.1101	0
female	1.1101	0
female	1.1102	0
female	1.1102	0
female	1.1102	0
female	1.1102	0
female	1.1102	0
female	1.1102	0
female	1.1102	0
female	1.1102	0
female	1.1102	0
female	1.1103	0
female	1.1103	0
female	1.1103	0
female	1.1104	0
female	1.1104	0
female	1.1104	0
female	1.1104	0
female	1.1104	0
female	1.1104	0
female	1.1105	0
female	1.1105	0
female	1.1105	0
female	1.1105	0
female	1.1105	0
female	1.1105	0
female	1.1105	0
female	1.1105	0
female	1.1106	0
female	1.1106	0
female	1.1106	0
female	1.1107	0
female	1.1108	0
female	1.1108	0
female	1.1108	0
female	1.1108	0
female	1.1108	0
female	1.1109	0
female	1.1109	0
female	1.1109	0
female	1.1109	0
female	1.1109	0
female	1.1109	0
female	1.1109	0
female	1.111	0
female	1.111	0
female	1.111	0
female	1.111	0
female	1.111	0
female	1.111	0
female	1.111	0
female	1.1111	0
female	1.1111	0
female	1.1111	0
female	1.1111	0
female	1.1111	0
female	1.1111	0
female	1.1111	0
female	1.1112	0
female	1.1112	0
female	1.1112	0
female	1.1114	0
female	1.1114	0
female	1.1114	0
female	1.1114	0
female	1.1114	0
female	1.1114	0
female	1.1115	0
female	1.1115	0
female	1.1115	0
female	1.1115	0
female	1.1116	0
female	1.1116	0
female	1.1116	0
female	1.1117	0
female	1.1117	0
female	1.1117	0
female	1.1117	0
female	1.1118	0.0217
female	1.1119	0
female	1.1119	0
female	1.1119	0
female	1.112	0
female	1.112	0
female	1.112	0
female	1.1121	0
female	1.1121	0
female	1.1122	0
female	1.1122	0
female	1.1122	0
female	1.1122	0
female	1.1122	0
female	1.1122	0
female	1.1122	0
female	1.1122	0
female	1.1122	0
female	1.1123	0
female	1.1123	0
female	1.1123	0
female	1.1124	0
female	1.1124	0
female	1.1124	0
female	1.1124	0
female	1.1124	0
female	1.1124	0
female	1.1126	0
female	1.1126	0
female	1.1126	0
female	1.1127	0
female	1.1127	0
female	1.1127	0
female	1.1127	0
female	1.1127	0
female	1.1127	0
female	1.1127	0
female	1.1127	0
female	1.1128	0
female	1.1128	0
female	1.1128	0
female	1.1129	0
female	1.1129	0
female	1.1129	0
female	1.113	0
female	1.1131	0
female	1.1131	0
female	1.1131	0
female	1.1132	0
female	1.1132	0
female	1.1132	0
female	1.1132	0
female	1.1132	0
female	1.1132	0
female	1.1132	0
female	1.1132	0
female	1.1132	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1133	0
female	1.1135	0
female	1.1135	0
female	1.1135	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1136	0
female	1.1137	0
female	1.1137	0
female	1.1137	0
female	1.1138	0
female	1.1138	0
female	1.1138	0
female	1.1138	0
female	1.1138	0
female	1.1138	0
female	1.1138	0
female	1.1138	0
female	1.1138	0
female	1.114	0
female	1.114	0
female	1.114	0
female	1.114	0
female	1.114	0
female	1.114	0
female	1.114	0
female	1.1141	0
female	1.1141	0
female	1.1141	0
female	1.1143	0
female	1.1143	0
female	1.1143	0
female	1.1144	0
female	1.1144	0
female	1.1144	0
female	1.1144	0
female	1.1144	0
female	1.1144	0
female	1.1145	0
female	1.1145	0
female	1.1145	0
female	1.1145	0
female	1.1145	0
female	1.1145	0
female	1.1146	0
female	1.1146	0
female	1.1146	0
female	1.1147	0
female	1.1147	0
female	1.1147	0
female	1.1148	0
female	1.1148	0
female	1.1149	0
female	1.1149	0
female	1.1149	0
female	1.115	0
female	1.115	0
female	1.115	0
female	1.115	0
female	1.115	0
female	1.115	0
female	1.1151	0
female	1.1151	0
female	1.1151	0
female	1.1152	0
female	1.1152	0
female	1.1152	0
female	1.1153	0
female	1.1153	0
female	1.1153	0
female	1.1153	0
female	1.1153	0
female	1.1153	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1154	0
female	1.1156	0
female	1.1156	0
female	1.1156	0
female	1.1156	0
female	1.1156	0
female	1.1156	0
female	1.1157	0
female	1.1157	0
female	1.1157	0
female	1.1157	0
female	1.1157	0
female	1.1157	0
female	1.1157	0
female	1.1157	0
female	1.1157	0
female	1.1158	0
female	1.1158	0
female	1.1158	0
female	1.1159	0
female	1.1159	0
female	1.1159	0
female	1.1159	0
female	1.1159	0
female	1.1159	0
female	1.1159	0
female	1.1159	0
female	1.1159	0
female	1.1161	0
female	1.1162	0
female	1.1162	0
female	1.1162	0
female	1.1163	0
female	1.1163	0
female	1.1163	0
female	1.1164	0
female	1.1164	0
female	1.1164	0
female	1.1164	0
female	1.1164	0
female	1.1164	0
female	1.1165	0
female	1.1165	0
female	1.1165	0
female	1.1165	0
female	1.1165	0
female	1.1167	0
female	1.1167	0
female	1.1167	0
female	1.1168	0
female	1.1168	0
female	1.1168	0
female	1.1169	0
female	1.1169	0
female	1.1169	0
female	1.1172	0
female	1.1172	0
female	1.1172	0
female	1.1172	0
female	1.1172	0
female	1.1172	0
female	1.1173	0
female	1.1173	0
female	1.1173	0
female	1.1173	0
female	1.1173	0
female	1.1174	0
female	1.1174	0
female	1.1174	0
female	1.1177	0
female	1.1177	0
female	1.1177	0
female	1.1178	0
female	1.1178	0
female	1.1178	0
female	1.1178	0
female	1.1178	0
female	1.1178	0
female	1.1179	0
female	1.1179	0
female	1.1179	0
female	1.1179	0
female	1.1179	0
female	1.1179	0
female	1.1181	0
female	1.1181	0
female	1.1181	0
female	1.1181	0
female	1.1181	0
female	1.1181	0
female	1.1181	0
female	1.1181	0
female	1.1181	0
female	1.1182	0
female	1.1182	0
female	1.1182	0
female	1.1182	0
female	1.1182	0
female	1.1182	0
female	1.1183	0
female	1.1183	0
female	1.1183	0
female	1.1183	0
female	1.1183	0
female	1.1183	0
female	1.1183	0
female	1.1183	0
female	1.1184	0
female	1.1184	0
female	1.1184	0
female	1.1184	0
female	1.1184	0
female	1.1184	0
female	1.1185	0
female	1.1185	0
female	1.1185	0
female	1.1185	0
female	1.1185	0
female	1.1186	0
female	1.1186	0
female	1.1186	0
female	1.1186	0
female	1.1186	0
female	1.1186	0
female	1.1188	0
female	1.1188	0
female	1.1188	0
female	1.1188	0
female	1.1188	0
female	1.1188	0
female	1.1189	0
female	1.1189	0
female	1.119	0
female	1.119	0
female	1.119	0
female	1.119	0
female	1.119	0
female	1.119	0
female	1.1191	0
female	1.1191	0
female	1.1191	0
female	1.1191	0
female	1.1192	0
female	1.1192	0
female	1.1192	0
female	1.1193	0
female	1.1193	0
female	1.1193	0
female	1.1193	0
female	1.1193	0
female	1.1196	0
female	1.1196	0
female	1.1196	0
female	1.1197	0
female	1.1197	0
female	1.1197	0
female	1.1198	0
female	1.1198	0
female	1.1198	0
female	1.1198	0
female	1.1198	0
female	1.1198	0
female	1.1198	0
female	1.1198	0
female	1.1199	0
female	1.1199	0
female	1.1199	0
female	1.12	0
female	1.12	0
female	1.12	0
female	1.12	0
female	1.12	0
female	1.12	0
female	1.12	0
female	1.12	0
female	1.12	0
female	1.1201	0
female	1.1201	0
female	1.1201	0
female	1.1202	0
female	1.1202	0
female	1.1202	0
female	1.1202	0
female	1.1202	0
female	1.1202	0
female	1.1202	0
female	1.1203	0
female	1.1203	0
female	1.1203	0
female	1.1203	0
female	1.1203	0
female	1.1203	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1204	0
female	1.1206	0
female	1.1206	0
female	1.1206	0
female	1.1206	0
female	1.1206	0
female	1.1206	0
female	1.1206	0
female	1.1206	0
female	1.1206	0
female	1.1207	0
female	1.1207	0
female	1.1207	0
female	1.1207	0
female	1.1207	0
female	1.1207	0
female	1.1209	0
female	1.1209	0
female	1.1209	0
female	1.1209	0
female	1.121	0
female	1.121	0
female	1.121	0
female	1.121	0
female	1.121	0
female	1.121	0
female	1.121	0
female	1.121	0
female	1.1211	0
female	1.1211	0
female	1.1211	0
female	1.1213	0
female	1.1213	0
female	1.1213	0
female	1.1214	0
female	1.1214	0
female	1.1214	0
female	1.1214	0
female	1.1214	0
female	1.1214	0
female	1.1216	0
female	1.1216	0
female	1.1216	0
female	1.1217	0
female	1.1217	0
female	1.1217	0
female	1.1217	0
female	1.1217	0
female	1.1218	0
female	1.1218	0
female	1.1218	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.1219	0
female	1.122	0
female	1.122	0
female	1.122	0
female	1.1221	0
female	1.1221	0
female	1.1221	0
female	1.1221	0
female	1.1222	0
female	1.1223	0
female	1.1223	0
female	1.1223	0
female	1.1223	0
female	1.1223	0
female	1.1223	0
female	1.1225	0
female	1.1225	0
female	1.1225	0
female	1.1225	0
female	1.1225	0
female	1.1225	0
female	1.1225	0
female	1.1229	0
female	1.1229	0
female	1.123	0
female	1.123	0
female	1.123	0
female	1.123	0
female	1.123	0
female	1.123	0
female	1.123	0
female	1.123	0
female	1.123	0
female	1.1231	0
female	1.1231	0
female	1.1231	0
female	1.1231	0
female	1.1231	0
female	1.1231	0
female	1.1232	0
female	1.1232	0
female	1.1232	0
female	1.1232	0
female	1.1232	0
female	1.1232	0
female	1.1232	0
female	1.1232	0
female	1.1232	0
female	1.1234	0
female	1.1234	0
female	1.1234	0
female	1.1234	0
female	1.1234	0
female	1.1234	0
female	1.1235	0
female	1.1235	0
female	1.1235	0
female	1.1235	0
female	1.1235	0
female	1.1235	0
female	1.1236	0
female	1.1236	0
female	1.1236	0
female	1.1237	0
female	1.1237	0
female	1.1237	0
female	1.1238	0
female	1.1238	0
female	1.1238	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.1239	0
female	1.124	0
female	1.124	0
female	1.124	0
female	1.124	0
female	1.124	0
female	1.124	0
female	1.1241	0
female	1.1241	0
female	1.1241	0
female	1.1241	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1242	0
female	1.1243	0
female	1.1243	0
female	1.1243	0
female	1.1244	0
female	1.1244	0
female	1.1244	0
female	1.1245	0
female	1.1245	0
female	1.1246	0
female	1.1246	0
female	1.1246	0
female	1.1247	0
female	1.1247	0
female	1.1247	0
female	1.1247	0
female	1.1247	0
female	1.1247	0
female	1.1247	0
female	1.1247	0
female	1.1248	0
female	1.1249	0
female	1.1251	0
female	1.1251	0
female	1.1251	0
female	1.1252	0
female	1.1252	0
female	1.1252	0
female	1.1252	0
female	1.1252	0
female	1.1252	0
female	1.1252	0
female	1.1252	0
female	1.1252	0
female	1.1253	0
female	1.1253	0
female	1.1253	0
female	1.1253	0
female	1.1253	0
female	1.1253	0
female	1.1254	0
female	1.1254	0
female	1.1254	0
female	1.1254	0
female	1.1254	0
female	1.1254	0
female	1.1255	0
female	1.1255	0
female	1.1255	0
female	1.1256	0
female	1.1256	0
female	1.1256	0
female	1.1256	0
female	1.1256	0
female	1.1256	0
female	1.1258	0
female	1.1258	0
female	1.1258	0
female	1.1259	0
female	1.1259	0
female	1.1259	0
female	1.1261	0
female	1.1261	0
female	1.1261	0
female	1.1262	0
female	1.1262	0
female	1.1262	0
female	1.1262	0
female	1.1263	0
female	1.1263	0
female	1.1263	0
female	1.1264	0
female	1.1264	0
female	1.1264	0
female	1.1265	0
female	1.1265	0
female	1.1265	0
female	1.1266	0
female	1.1266	0
female	1.1266	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1267	0
female	1.1268	0
female	1.1268	0
female	1.1268	0
female	1.1268	0
female	1.1268	0
female	1.1268	0
female	1.1268	0
female	1.1268	0
female	1.1268	0
female	1.1269	0
female	1.1269	0
female	1.1269	0
female	1.1269	0
female	1.1269	0
female	1.1269	0
female	1.1269	0
female	1.1269	0
female	1.1269	0
female	1.127	0
female	1.127	0
female	1.127	0
female	1.127	0
female	1.127	0
female	1.127	0
female	1.1272	0
female	1.1272	0
female	1.1272	0
female	1.1273	0
female	1.1273	0
female	1.1273	0
female	1.1273	0
female	1.1273	0
female	1.1273	0
female	1.1273	0
female	1.1274	0
female	1.1274	0
female	1.1274	0
female	1.1274	0
female	1.1274	0
female	1.1274	0
female	1.1276	0
female	1.1276	0
female	1.1276	0
female	1.1276	0
female	1.1276	0
female	1.1276	0
female	1.1277	0
female	1.1277	0
female	1.1277	0
female	1.1279	0
female	1.1279	0
female	1.1279	0
female	1.1279	0
female	1.1279	0
female	1.1279	0
female	1.1279	0
female	1.128	0
female	1.128	0
female	1.128	0
female	1.128	0
female	1.128	0
female	1.128	0
female	1.128	0
female	1.128	0
female	1.128	0
female	1.1284	0
female	1.1284	0
female	1.1284	0
female	1.1285	0
female	1.1285	0
female	1.1285	0
female	1.1285	0
female	1.1285	0
female	1.1285	0
female	1.1286	0
female	1.1286	0
female	1.1286	0
female	1.1288	0
female	1.1288	0
female	1.1288	0
female	1.1288	0
female	1.129	0
female	1.129	0
female	1.129	0
female	1.129	0
female	1.1291	0
female	1.1291	0
female	1.1291	0
female	1.1291	0
female	1.1291	0
female	1.1291	0
female	1.1291	0
female	1.1291	0
female	1.1291	0
female	1.1292	0
female	1.1292	0
female	1.1292	0
female	1.1292	0
female	1.1292	0
female	1.1292	0
female	1.1293	0
female	1.1293	0
female	1.1293	0
female	1.1293	0
female	1.1293	0
female	1.1293	0
female	1.1294	0
female	1.1294	0
female	1.1294	0
female	1.1294	0
female	1.1294	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1295	0
female	1.1297	0
female	1.1297	0
female	1.1297	0
female	1.1297	0
female	1.1297	0
female	1.1297	0
female	1.1298	0
female	1.1299	0
female	1.1299	0
female	1.1299	0
female	1.13	0
female	1.13	0
female	1.13	0
female	1.13	0
female	1.13	0
female	1.13	0
female	1.1301	0
female	1.1301	0
female	1.1301	0
female	1.1301	0
female	1.1301	0
female	1.1301	0
female	1.1301	0
female	1.1301	0
female	1.1301	0
female	1.1302	0
female	1.1302	0
female	1.1302	0
female	1.1303	0
female	1.1303	0
female	1.1303	0
female	1.1304	0
female	1.1304	0
female	1.1304	0
female	1.1304	0
female	1.1304	0
female	1.1304	0
female	1.1305	0
female	1.1305	0
female	1.1305	0
female	1.1305	0
female	1.1305	0
female	1.1305	0
female	1.1305	0
female	1.1305	0
female	1.1305	0
female	1.1306	0
female	1.1306	0
female	1.1306	0
female	1.1306	0
female	1.1306	0
female	1.1306	0
female	1.1306	0
female	1.1306	0
female	1.1306	0
female	1.1307	0
female	1.1307	0
female	1.1307	0
female	1.1307	0
female	1.1307	0
female	1.1307	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1308	0
female	1.1309	0
female	1.1309	0
female	1.1309	0
female	1.1309	0
female	1.1309	0
female	1.1309	0
female	1.1309	0
female	1.1309	0
female	1.131	0
female	1.1311	0
female	1.1311	0
female	1.1311	0
female	1.1312	0
female	1.1312	0
female	1.1314	0
female	1.1314	0
female	1.1314	0
female	1.1314	0
female	1.1314	0
female	1.1314	0
female	1.1314	0
female	1.1314	0
female	1.1314	0
female	1.1316	0
female	1.1316	0
female	1.1316	0
female	1.1317	0
female	1.1317	0
female	1.1317	0
female	1.1317	0
female	1.1317	0
female	1.1317	0
female	1.1318	0
female	1.1318	0
female	1.1318	0
female	1.1318	0
female	1.1318	0
female	1.1318	0
female	1.1319	0
female	1.1319	0
female	1.1319	0
female	1.132	0
female	1.1322	0
female	1.1322	0
female	1.1322	0
female	1.1323	0
female	1.1323	0
female	1.1323	0
female	1.1323	0
female	1.1323	0
female	1.1324	0
female	1.1324	0
female	1.1324	0
female	1.1324	0
female	1.1324	0
female	1.1324	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1325	0
female	1.1326	0
female	1.1326	0
female	1.1326	0
female	1.1326	0
female	1.1326	0
female	1.1326	0
female	1.1326	0
female	1.1326	0
female	1.1326	0
female	1.1327	0
female	1.1327	0
female	1.1327	0
female	1.1328	0
female	1.1329	0
female	1.1329	0
female	1.1329	0
female	1.1329	0
female	1.133	0
female	1.133	0
female	1.133	0
female	1.1333	0
female	1.1333	0
female	1.1333	0
female	1.1333	0
female	1.1333	0
female	1.1334	0
female	1.1334	0
female	1.1334	0
female	1.1334	0
female	1.1334	0
female	1.1334	0
female	1.1336	0
female	1.1336	0
female	1.1336	0
female	1.1337	0
female	1.1337	0
female	1.1337	0
female	1.1337	0
female	1.1337	0
female	1.1337	0
female	1.1337	0
female	1.1337	0
female	1.1338	0
female	1.1338	0
female	1.1338	0
female	1.1338	0
female	1.1338	0
female	1.1338	0
female	1.1339	0
female	1.1339	0
female	1.1339	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.134	0
female	1.1341	0
female	1.1341	0
female	1.1341	0
female	1.1341	0
female	1.1341	0
female	1.1341	0
female	1.1341	0
female	1.1341	0
female	1.1341	0
female	1.1345	0
female	1.1345	0
female	1.1345	0
female	1.1346	0
female	1.1346	0
female	1.1346	0
female	1.1348	0
female	1.1348	0
female	1.1348	0
female	1.1349	0
female	1.1349	0
female	1.1349	0
female	1.1349	0
female	1.1351	0
female	1.1351	0
female	1.1351	0
female	1.1351	0
female	1.1351	0
female	1.1351	0
female	1.1352	0
female	1.1352	0
female	1.1352	0
female	1.1353	0
female	1.1353	0
female	1.1356	0
female	1.1356	0
female	1.1357	0
female	1.1357	0
female	1.1357	0
female	1.1358	0
female	1.1358	0
female	1.1358	0
female	1.1358	0
female	1.1359	0
female	1.1359	0
female	1.1359	0
female	1.1359	0
female	1.1359	0
female	1.1359	0
female	1.1359	0
female	1.136	0
female	1.136	0
female	1.136	0
female	1.136	0
female	1.136	0
female	1.136	0
female	1.136	0
female	1.136	0
female	1.136	0
female	1.1363	0
female	1.1363	0
female	1.1363	0
female	1.1363	0
female	1.1363	0
female	1.1363	0
female	1.1364	0
female	1.1364	0
female	1.1364	0
female	1.1364	0
female	1.1364	0
female	1.1364	0
female	1.1367	0
female	1.1367	0
female	1.1367	0
female	1.1369	0
female	1.1369	0
female	1.1369	0
female	1.1369	0
female	1.1369	0
female	1.1369	0
female	1.137	0
female	1.137	0
female	1.137	0
female	1.137	0
female	1.137	0
female	1.137	0
female	1.137	0
female	1.137	0
female	1.137	0
female	1.1371	0
female	1.1371	0
female	1.1371	0
female	1.1371	0
female	1.1371	0
female	1.1371	0
female	1.1371	0
female	1.1371	0
female	1.1372	0
female	1.1372	0
female	1.1372	0
female	1.1373	0
female	1.1373	0
female	1.1373	0
female	1.1375	0
female	1.1375	0
female	1.1375	0
female	1.1375	0
female	1.1375	0
female	1.1375	0
female	1.1375	0
female	1.1375	0
female	1.1375	0
female	1.1376	0
female	1.1376	0
female	1.1376	0
female	1.1377	0
female	1.1377	0
female	1.1377	0
female	1.1377	0
female	1.1377	0
female	1.1377	0
female	1.1378	0
female	1.1378	0
female	1.1378	0
female	1.1379	0
female	1.1379	0
female	1.1379	0
female	1.1382	0
female	1.1382	0
female	1.1382	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1383	0
female	1.1384	0
female	1.1385	0
female	1.1385	0
female	1.1385	0
female	1.1386	0
female	1.1386	0
female	1.1386	0
female	1.1388	0
female	1.1388	0
female	1.1388	0
female	1.1388	0
female	1.1388	0
female	1.1388	0
female	1.1389	0
female	1.1389	0
female	1.1389	0
female	1.1389	0
female	1.1389	0
female	1.1389	0
female	1.1389	0
female	1.1391	0
female	1.1391	0
female	1.1391	0
female	1.1392	0
female	1.1392	0
female	1.1392	0
female	1.1393	0
female	1.1393	0
female	1.1393	0
female	1.1394	0
female	1.1394	0
female	1.1394	0
female	1.1395	0
female	1.1395	0
female	1.1395	0
female	1.1395	0
female	1.1395	0
female	1.1395	0
female	1.1396	0
female	1.1396	0
female	1.1396	0
female	1.1397	0
female	1.1397	0
female	1.1397	0
female	1.1397	0
female	1.1397	0
female	1.1397	0
female	1.1397	0
female	1.1397	0
female	1.1397	0
female	1.1398	0
female	1.1398	0
female	1.1399	0
female	1.1399	0
female	1.1399	0
female	1.1399	0
female	1.1402	0
female	1.1402	0
female	1.1402	0
female	1.1402	0
female	1.1402	0
female	1.1402	0
female	1.1403	0
female	1.1403	0
female	1.1403	0
female	1.1404	0
female	1.1404	0
female	1.1404	0
female	1.1404	0
female	1.1404	0
female	1.1404	0
female	1.1404	0
female	1.1404	0
female	1.1404	0
female	1.1405	0
female	1.1405	0
female	1.1405	0
female	1.1406	0
female	1.1406	0
female	1.1406	0
female	1.1406	0
female	1.1406	0
female	1.1406	0
female	1.1407	0
female	1.1407	0
female	1.1407	0
female	1.1408	0
female	1.1408	0
female	1.1408	0
female	1.1408	0
female	1.1408	0
female	1.1408	0
female	1.1408	0
female	1.1408	0
female	1.1408	0
female	1.141	0
female	1.141	0
female	1.141	0
female	1.141	0
female	1.141	0
female	1.141	0
female	1.141	0
female	1.141	0
female	1.141	0
female	1.1411	0
female	1.1411	0
female	1.1411	0
female	1.1412	0
female	1.1412	0
female	1.1412	0
female	1.1412	0
female	1.1412	0
female	1.1412	0
female	1.1414	0
female	1.1414	0
female	1.1414	0
female	1.1414	0
female	1.1414	0
female	1.1414	0
female	1.1415	0
female	1.1415	0
female	1.1415	0
female	1.1416	0
female	1.1416	0
female	1.1416	0
female	1.1416	0
female	1.1416	0
female	1.1416	0
female	1.1416	0
female	1.1416	0
female	1.1416	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1417	0
female	1.1418	0
female	1.1418	0
female	1.1418	0
female	1.1419	0
female	1.1419	0
female	1.1419	0
female	1.142	0
female	1.142	0
female	1.142	0
female	1.142	0
female	1.142	0
female	1.142	0
female	1.1421	0
female	1.1421	0
female	1.1421	0
female	1.1422	0
female	1.1422	0
female	1.1422	0
female	1.1425	0
female	1.1425	0
female	1.1425	0
female	1.1425	0
female	1.1425	0
female	1.1425	0
female	1.1426	0
female	1.1426	0
female	1.1426	0
female	1.1427	0
female	1.1427	0
female	1.1427	0
female	1.1428	0
female	1.143	0
female	1.143	0
female	1.143	0
female	1.1433	0
female	1.1433	0
female	1.1433	0
female	1.1433	0
female	1.1433	0
female	1.1433	0
female	1.1435	0
female	1.1435	0
female	1.1436	0
female	1.1436	0
female	1.1436	0
female	1.1437	0
female	1.1437	0
female	1.1437	0
female	1.1437	0
female	1.1437	0
female	1.1439	0
female	1.1439	0
female	1.1439	0
female	1.1441	0
female	1.1441	0
female	1.1441	0
female	1.1441	0
female	1.1441	0
female	1.1441	0
female	1.1443	0
female	1.1443	0
female	1.1443	0
female	1.1444	0
female	1.1446	0
female	1.1446	0
female	1.1446	0
female	1.1447	0
female	1.1447	0
female	1.1447	0
female	1.1449	0
female	1.1449	0
female	1.1449	0
female	1.145	0
female	1.145	0
female	1.145	0
female	1.145	0
female	1.145	0
female	1.1451	0
female	1.1451	0
female	1.1451	0
female	1.1453	0
female	1.1453	0
female	1.1453	0
